,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
492,2014-05-12 00:00:00,1015000.0,3.0,2.5,2920,34527,1.0,0,4,4,1800,1120,1954,1983,5220 SW Pritchard St,Seattle,WA 98116,USA
498,2014-05-12 00:00:00,210000.0,3.0,2.5,1040,2643,2.0,0,0,3,720,320,2004,2003,5145 S Roxbury St,Seattle,WA 98118,USA
500,2014-05-12 00:00:00,770000.0,3.0,1.75,1720,5000,1.0,0,0,3,1720,0,1954,2014,1614 33rd Ave,Seattle,WA 98122,USA
501,2014-05-12 00:00:00,499950.0,3.0,1.0,980,6380,1.0,0,0,3,760,220,1941,1994,1733 NE 88th St,Seattle,WA 98115,USA
508,2014-05-12 00:00:00,500000.0,2.0,2.25,1290,1334,3.0,0,0,3,1290,0,2007,0,5900 20th Ave NW,Seattle,WA 98107,USA
511,2014-05-12 00:00:00,870300.0,4.0,2.5,2350,3150,1.5,0,0,4,1690,660,1910,0,4410 Burke Ave N,Seattle,WA 98103,USA
515,2014-05-12 00:00:00,315275.0,3.0,1.75,1440,8040,1.0,0,0,3,960,480,1951,1994,11521 22nd Ave NE,Seattle,WA 98125,USA
516,2014-05-12 00:00:00,505000.0,4.0,1.75,1940,4800,1.0,0,0,5,1030,910,1922,1956,414 14th Ave,Seattle,WA 98122,USA
520,2014-05-12 00:00:00,610000.0,4.0,3.0,2110,5000,1.5,0,2,4,1640,470,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA
523,2014-05-12 00:00:00,910000.0,3.0,2.0,2700,6120,1.0,0,0,4,1350,1350,1962,0,124 NE 61st St,Seattle,WA 98115,USA
524,2014-05-12 00:00:00,1300000.0,4.0,3.25,2330,9687,2.0,0,3,3,2330,0,1918,0,731 McGilvra Blvd E,Seattle,WA 98112,USA
526,2014-05-12 00:00:00,840000.0,4.0,2.75,2600,2750,1.5,0,0,3,1620,980,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA
527,2014-05-12 00:00:00,300000.0,2.0,1.75,1360,8100,1.0,0,0,3,860,500,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA
532,2014-05-12 00:00:00,675000.0,4.0,3.0,2400,3340,1.0,0,0,4,1200,1200,1964,0,618 NW 49th St,Seattle,WA 98107,USA
533,2014-05-12 00:00:00,734200.0,4.0,2.5,2760,5000,1.5,0,0,5,1680,1080,1928,1970,950 NW 60th St,Seattle,WA 98107,USA
536,2014-05-12 00:00:00,630000.0,4.0,2.0,1770,6000,2.0,0,0,5,1770,0,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA
538,2014-05-12 00:00:00,301500.0,2.0,1.5,830,1333,2.0,0,0,3,830,0,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA
539,2014-05-12 00:00:00,369000.0,2.0,2.5,980,895,2.0,0,0,3,670,310,2009,0,1716 California Ave SW,Seattle,WA 98116,USA
540,2014-05-12 00:00:00,635000.0,3.0,2.5,1570,1433,3.0,0,0,3,1570,0,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA
546,2014-05-13 00:00:00,625000.0,3.0,3.5,1810,1846,2.0,0,0,4,1440,370,2009,0,512-598 21st Ave,Seattle,WA 98122,USA
556,2014-05-13 00:00:00,525000.0,5.0,3.0,2450,4591,2.0,0,0,3,2450,0,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA
560,2014-05-13 00:00:00,628000.0,4.0,2.0,2260,6000,1.0,0,0,3,1430,830,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA
562,2014-05-13 00:00:00,245000.0,5.0,1.75,2020,7902,1.0,0,0,3,1220,800,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA
563,2014-05-13 00:00:00,415000.0,3.0,1.75,1960,5000,1.0,0,0,5,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA
567,2014-05-13 00:00:00,799200.0,6.0,3.0,2890,2370,2.5,0,0,3,2290,600,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA
569,2014-05-13 00:00:00,591000.0,3.0,1.75,1680,2400,1.0,0,0,5,870,810,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA
572,2014-05-13 00:00:00,575000.0,3.0,1.75,1580,11750,1.0,0,0,4,1180,400,1951,1999,5461 S Othello St,Seattle,WA 98118,USA
573,2014-05-13 00:00:00,771000.0,3.0,2.25,1780,6120,1.5,0,0,4,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA
574,2014-05-13 00:00:00,155000.0,2.0,1.0,910,6232,1.0,0,0,3,910,0,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA
575,2014-05-13 00:00:00,550000.0,7.0,4.0,3440,8100,2.0,0,0,3,3440,0,1970,2014,718 N 95th St,Seattle,WA 98103,USA
581,2014-05-13 00:00:00,2555000.0,4.0,2.5,5300,26211,2.0,1,2,2,4570,730,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA
582,2014-05-13 00:00:00,717000.0,3.0,1.5,1310,3880,1.0,0,0,3,1090,220,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA
584,2014-05-13 00:00:00,225000.0,3.0,1.0,1040,6535,1.0,0,0,3,1040,0,1947,2012,12446 21st Ave S,Seattle,WA 98168,USA
586,2014-05-13 00:00:00,230000.0,2.0,0.75,650,5360,1.0,0,0,4,650,0,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA
587,2014-05-13 00:00:00,385000.0,3.0,2.0,1480,6600,1.0,0,2,3,740,740,1943,2002,4115 SW 106th St,Seattle,WA 98146,USA
594,2014-05-13 00:00:00,665000.0,3.0,2.0,1940,5820,1.5,0,0,5,1150,790,1944,0,324 NW 48th St,Seattle,WA 98107,USA
596,2014-05-13 00:00:00,620000.0,3.0,1.0,1710,4050,1.5,0,0,3,1710,0,1909,2004,6101-6149 Corliss Ave N,Seattle,WA 98103,USA
597,2014-05-13 00:00:00,1105000.0,4.0,1.5,2740,4000,2.0,0,0,5,1930,810,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA
598,2014-05-13 00:00:00,450000.0,3.0,2.75,1250,892,2.0,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA
607,2014-05-13 00:00:00,560000.0,3.0,1.0,1440,5000,2.0,0,0,3,1440,0,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA
609,2014-05-13 00:00:00,413000.0,4.0,1.0,1410,6000,1.0,0,0,3,810,600,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA
615,2014-05-13 00:00:00,570000.0,3.0,2.0,1530,5401,1.0,0,0,4,1530,0,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA
616,2014-05-13 00:00:00,465000.0,3.0,1.5,1270,5112,1.0,0,0,3,1270,0,1950,2005,3616 NE 65th St,Seattle,WA 98115,USA
620,2014-05-13 00:00:00,525000.0,3.0,2.5,1580,1161,2.0,0,0,3,1010,570,2008,0,213 26th Ave E,Seattle,WA 98112,USA
622,2014-05-13 00:00:00,870000.0,4.0,2.5,3520,6773,2.5,0,0,3,2650,870,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA
623,2014-05-13 00:00:00,650000.0,4.0,2.5,2210,4861,2.0,0,0,3,2210,0,2013,1923,615 NW 92nd St,Seattle,WA 98117,USA
625,2014-05-13 00:00:00,330000.0,3.0,2.5,1450,5008,1.0,0,0,3,840,610,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA
626,2014-05-14 00:00:00,385000.0,4.0,1.75,1620,4980,1.0,0,0,4,860,760,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA
627,2014-05-14 00:00:00,306000.0,3.0,1.5,1220,1086,3.0,0,0,3,1220,0,2007,0,353 N 105th St,Seattle,WA 98133,USA
628,2014-05-14 00:00:00,546000.0,3.0,1.75,2000,5000,1.0,0,0,4,1110,890,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA
631,2014-05-14 00:00:00,800000.0,3.0,1.0,1700,4400,1.5,0,0,4,1700,0,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA
632,2014-05-14 00:00:00,620000.0,5.0,2.5,2540,3832,2.0,0,0,5,1760,780,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA
642,2014-05-14 00:00:00,372220.0,3.0,1.0,1290,5500,1.0,0,0,3,980,310,1951,1994,4607 SW Cloverdale St,Seattle,WA 98136,USA
643,2014-05-14 00:00:00,337500.0,5.0,2.0,1700,7314,1.0,0,0,3,1000,700,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA
644,2014-05-14 00:00:00,582500.0,2.0,1.5,1159,4800,1.0,0,0,3,1159,0,1948,1994,4254 33rd Ave W,Seattle,WA 98199,USA
646,2014-05-14 00:00:00,405100.0,2.0,1.0,840,3522,1.0,0,0,3,840,0,1947,2012,2901 W Elmore St,Seattle,WA 98199,USA
649,2014-05-14 00:00:00,538000.0,3.0,1.75,1400,3825,1.5,0,0,4,1100,300,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA
650,2014-05-14 00:00:00,1400000.0,3.0,2.5,2550,7200,2.0,0,2,3,2550,0,1981,2013,316 Lake Washington Blvd S,Seattle,WA 98144,USA
652,2014-05-14 00:00:00,702500.0,3.0,1.5,2360,6750,2.0,0,0,5,1930,430,1926,0,2145 N 88th St,Seattle,WA 98103,USA
656,2014-05-14 00:00:00,682000.0,3.0,1.75,1830,5120,1.5,0,2,5,1830,0,1903,0,322 16th Ave,Seattle,WA 98122,USA
659,2014-05-14 00:00:00,525000.0,3.0,1.75,1600,6120,1.5,0,0,3,1600,0,1924,2011,7557 35th Ave NE,Seattle,WA 98115,USA
661,2014-05-14 00:00:00,394475.0,2.0,1.0,830,4000,1.0,0,0,3,830,0,1955,2005,8715 17th Ave NW,Seattle,WA 98117,USA
663,2014-05-14 00:00:00,339950.0,3.0,1.0,1050,5402,1.5,0,0,4,1050,0,1906,1990,1807 17th Ave S,Seattle,WA 98144,USA
674,2014-05-14 00:00:00,715000.0,4.0,2.25,2060,5649,1.0,0,0,5,1360,700,1941,0,3305 39th Ave W,Seattle,WA 98199,USA
676,2014-05-14 00:00:00,458000.0,3.0,1.0,1660,7500,1.0,0,0,4,1060,600,1940,2001,2000 NE 113th St,Seattle,WA 98125,USA
687,2014-05-14 00:00:00,607500.0,5.0,1.75,2220,6000,1.5,0,0,3,1420,800,1923,1998,3047 21st Ave W,Seattle,WA 98199,USA
689,2014-05-14 00:00:00,400000.0,2.0,1.0,980,2130,1.0,0,0,4,860,120,1918,1974,6520-6588 8th Ave NW,Seattle,WA 98117,USA
693,2014-05-14 00:00:00,300000.0,3.0,1.0,1260,8280,1.0,0,0,3,1260,0,1946,0,2559 NE 98th St,Seattle,WA 98115,USA
710,2014-05-15 00:00:00,185000.0,3.0,1.0,1150,8100,1.0,0,0,3,1150,0,1932,0,12208 20th Ave S,Seattle,WA 98168,USA
714,2014-05-15 00:00:00,451555.0,2.0,1.0,1320,4520,1.0,0,1,3,1320,0,1912,1971,4137 48th Ave SW,Seattle,WA 98116,USA
717,2014-05-15 00:00:00,840000.0,4.0,1.75,2930,11562,1.0,0,3,3,1670,1260,1947,2012,3539 NW 67th St,Seattle,WA 98117,USA
719,2014-05-15 00:00:00,349950.0,3.0,1.0,1400,7066,1.0,0,0,3,1400,0,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA
720,2014-05-15 00:00:00,613000.0,4.0,2.0,1550,4815,1.5,0,0,3,1550,0,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA
724,2014-05-15 00:00:00,197500.0,3.0,1.0,980,3090,1.5,0,0,3,980,0,1903,2005,4531 S Lucile St,Seattle,WA 98118,USA
734,2014-05-15 00:00:00,1255000.0,4.0,2.5,3200,7535,2.0,0,0,3,3200,0,2006,0,5038 48th Ave NE,Seattle,WA 98105,USA
735,2014-05-15 00:00:00,575000.0,2.0,1.0,1490,6000,1.0,0,0,3,1090,400,1946,0,1106 25th Ave E,Seattle,WA 98112,USA
737,2014-05-15 00:00:00,585000.0,5.0,1.75,2000,3750,2.0,0,0,4,2000,0,1921,0,309 N 46th St,Seattle,WA 98103,USA
743,2014-05-15 00:00:00,475000.0,7.0,3.5,2870,29699,1.0,0,0,3,1520,1350,1961,2004,11738 1st Ave NE,Seattle,WA 98125,USA
746,2014-05-15 00:00:00,790000.0,3.0,1.75,1790,6117,1.0,0,2,3,1350,440,1940,1996,1922 35th Ave W,Seattle,WA 98199,USA
754,2014-05-15 00:00:00,744000.0,4.0,3.0,1980,5352,2.5,0,0,3,1980,0,1941,2005,4103 SW Kenyon St,Seattle,WA 98136,USA
755,2014-05-15 00:00:00,312500.0,2.0,1.0,880,6345,1.0,0,0,3,880,0,1919,2001,7558 19th Ave SW,Seattle,WA 98106,USA
757,2014-05-15 00:00:00,495000.0,4.0,2.0,2050,4000,1.5,0,0,5,1210,840,1941,0,2609 21st Ave S,Seattle,WA 98144,USA
758,2014-05-15 00:00:00,580050.0,3.0,2.5,2360,4638,2.0,0,3,3,2360,0,1996,0,601 NE 76th St,Seattle,WA 98115,USA
759,2014-05-15 00:00:00,640000.0,4.0,2.0,2560,7798,1.0,0,0,4,1890,670,1947,1988,8600-8698 30th Ave NE,Seattle,WA 98115,USA
762,2014-05-15 00:00:00,295000.0,3.0,1.5,850,2500,1.0,0,0,3,850,0,1986,0,4020 21st Ave SW,Seattle,WA 98106,USA
765,2014-05-15 00:00:00,343000.0,4.0,1.75,2290,10290,1.0,0,0,3,1340,950,1960,2012,2816 SW 110th Pl,Seattle,WA 98146,USA
766,2014-05-15 00:00:00,467000.0,3.0,1.0,1660,6582,1.0,0,0,5,1000,660,1946,0,12033 Dayton Ave N,Seattle,WA 98133,USA
767,2014-05-15 00:00:00,512500.0,3.0,2.5,1840,2875,2.0,0,0,4,1840,0,1997,0,4530 48th Ave SW,Seattle,WA 98116,USA
769,2014-05-15 00:00:00,465000.0,3.0,1.75,1410,6886,1.0,0,0,3,1410,0,1924,2013,12215 Dayton Ave N,Seattle,WA 98133,USA
771,2014-05-15 00:00:00,340000.0,3.0,1.75,1960,8136,1.0,0,0,3,980,980,1948,1994,2419 SW Barton St,Seattle,WA 98106,USA
773,2014-05-15 00:00:00,497000.0,4.0,2.5,2240,7200,2.0,0,0,3,2240,0,1995,0,4417 47th Ave S,Seattle,WA 98118,USA
775,2014-05-15 00:00:00,344000.0,3.0,2.5,1232,1130,3.0,0,0,3,1232,0,2007,0,12331 A 10th Pl NE,Seattle,WA 98125,USA
778,2014-05-15 00:00:00,312000.0,3.0,2.25,1490,974,2.0,0,0,3,1220,270,2009,0,5021 Delridge Way SW,Seattle,WA 98106,USA
784,2014-05-16 00:00:00,350000.0,1.0,1.0,700,5100,1.0,0,0,3,700,0,1942,1999,6849 26th Ave NE,Seattle,WA 98115,USA
786,2014-05-16 00:00:00,408200.0,3.0,2.5,1800,5761,2.0,0,0,4,1800,0,1990,0,8124 24th Ave SW,Seattle,WA 98106,USA
787,2014-05-16 00:00:00,451000.0,3.0,1.75,1560,4049,1.5,0,2,3,1000,560,1926,2003,4042 34th Ave SW,Seattle,WA 98126,USA
789,2014-05-16 00:00:00,799000.0,4.0,3.25,3120,5000,2.0,0,0,3,2370,750,2005,0,2561 NE 85th St,Seattle,WA 98115,USA
790,2014-05-16 00:00:00,720000.0,2.0,1.0,2020,7200,1.0,0,3,4,1700,320,1947,1988,10835 41st Ave SW,Seattle,WA 98146,USA
791,2014-05-16 00:00:00,490000.0,3.0,2.0,1450,2400,1.5,0,0,3,1450,0,1900,2003,1746 NW 60th St,Seattle,WA 98107,USA
802,2014-05-16 00:00:00,342000.0,3.0,1.0,1260,6826,1.0,0,0,3,720,540,1944,0,14040 24th Ave NE,Seattle,WA 98125,USA
804,2014-05-16 00:00:00,724800.0,3.0,2.0,2050,3933,1.0,0,0,3,1180,870,1926,2001,2610 E Montlake Pl E,Seattle,WA 98112,USA
806,2014-05-16 00:00:00,605000.0,2.0,1.0,910,3600,1.0,0,0,4,910,0,1909,1989,1617-1621 3rd Ave W,Seattle,WA 98119,USA
808,2014-05-16 00:00:00,785000.0,3.0,2.0,2180,5440,1.0,0,0,5,1100,1080,1904,0,4111 Woodland Park Ave N,Seattle,WA 98103,USA
810,2014-05-16 00:00:00,565000.0,3.0,2.25,1520,1221,3.0,0,0,3,1520,0,2013,1923,1512 NW 62nd St,Seattle,WA 98107,USA
811,2014-05-16 00:00:00,875000.0,3.0,2.0,2220,6641,1.0,0,2,4,1220,1000,1947,1988,2559 24th Ave W,Seattle,WA 98199,USA
820,2014-05-16 00:00:00,620000.0,3.0,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,5255 39th Ave NE,Seattle,WA 98105,USA
821,2014-05-16 00:00:00,245000.0,2.0,1.0,870,6150,1.0,0,0,3,870,0,1941,1994,8627 9th Ave SW,Seattle,WA 98106,USA
822,2014-05-16 00:00:00,238000.0,3.0,2.0,1020,1204,2.0,0,0,3,720,300,2004,2003,3419 SW Morgan St,Seattle,WA 98126,USA
823,2014-05-16 00:00:00,523000.0,3.0,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,3200 44th Ave SW,Seattle,WA 98116,USA
825,2014-05-16 00:00:00,180000.0,3.0,1.0,1000,18513,1.0,0,0,3,1000,0,1940,1996,1001 SW 102nd St,Seattle,WA 98146,USA
826,2014-05-16 00:00:00,375000.0,3.0,1.5,1100,1751,2.0,0,0,3,940,160,2007,0,2001 S Norman St,Seattle,WA 98144,USA
831,2014-05-16 00:00:00,540000.0,1.0,1.0,1140,6700,1.5,0,0,3,1140,0,1920,1979,9055 Palatine Ave N,Seattle,WA 98103,USA
832,2014-05-16 00:00:00,605000.0,3.0,2.25,1290,2500,2.0,0,0,4,1290,0,1987,0,411 27th Ave E,Seattle,WA 98112,USA
837,2014-05-16 00:00:00,490000.0,2.0,1.0,1160,5000,1.0,0,0,4,1160,0,1937,0,7752 33rd Ave NW,Seattle,WA 98117,USA
843,2014-05-16 00:00:00,341000.0,3.0,2.5,1480,1663,2.0,0,0,3,1180,300,2012,1912,6510 34th Ave SW,Seattle,WA 98126,USA
848,2014-05-16 00:00:00,500000.0,2.0,2.5,1310,1500,2.0,0,0,3,1160,150,2006,0,921-927 18th Ave,Seattle,WA 98122,USA
849,2014-05-17 00:00:00,410000.0,3.0,2.0,1700,4250,1.0,0,0,3,890,810,1944,0,2204 W Emerson St,Seattle,WA 98199,USA
855,2014-05-18 00:00:00,488000.0,2.0,2.0,1360,4688,1.0,0,0,3,780,580,1944,0,8023 12th Ave NE,Seattle,WA 98115,USA
858,2014-05-19 00:00:00,592500.0,2.0,2.0,1420,9191,1.5,0,2,5,1420,0,1928,1970,800 NE 95th St,Seattle,WA 98115,USA
860,2014-05-19 00:00:00,475000.0,2.0,1.0,1490,3825,1.0,0,0,3,860,630,1929,0,7008 19th Ave NW,Seattle,WA 98117,USA
864,2014-05-19 00:00:00,487250.0,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0,4800-4898 Whitman Ave N,Seattle,WA 98103,USA
866,2014-05-19 00:00:00,440000.0,2.0,1.5,1010,1968,1.5,0,0,5,1010,0,1906,0,6411 22nd Ave NW,Seattle,WA 98107,USA
868,2014-05-19 00:00:00,462000.0,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954,5151 S Othello St,Seattle,WA 98118,USA
869,2014-05-19 00:00:00,560000.0,4.0,1.0,1660,4690,1.5,0,0,3,1260,400,1945,2010,7353 16th Ave NW,Seattle,WA 98117,USA
870,2014-05-19 00:00:00,285000.0,4.0,1.75,2080,13629,1.0,0,0,4,1040,1040,1955,2009,8024 S 130th St,Seattle,WA 98178,USA
872,2014-05-19 00:00:00,210000.0,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999,5612 18th Ave SW,Seattle,WA 98106,USA
873,2014-05-19 00:00:00,690000.0,3.0,2.0,1610,5100,1.5,0,0,5,1610,0,1940,0,7341 20th Ave NE,Seattle,WA 98115,USA
875,2014-05-19 00:00:00,411000.0,4.0,2.75,2500,5257,2.0,0,0,3,2500,0,1966,1963,8309 36th Ave S,Seattle,WA 98118,USA
877,2014-05-19 00:00:00,762000.0,5.0,2.0,3370,5000,1.5,0,0,4,2140,1230,1907,0,365 Crockett St,Seattle,WA 98109,USA
882,2014-05-19 00:00:00,413500.0,2.0,1.0,770,4000,1.0,0,0,5,770,0,1924,1956,615 NW 92nd St,Seattle,WA 98117,USA
886,2014-05-19 00:00:00,524950.0,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,7360 19th Ave NW,Seattle,WA 98117,USA
888,2014-05-19 00:00:00,461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003,11053 Greenwood Ave N,Seattle,WA 98133,USA
890,2014-05-19 00:00:00,885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,6211 Ravenna Ave NE,Seattle,WA 98115,USA
894,2014-05-19 00:00:00,333000.0,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0,2023 24th Ave S,Seattle,WA 98144,USA
899,2014-05-19 00:00:00,485000.0,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003,816 NW Market St,Seattle,WA 98107,USA
900,2014-05-19 00:00:00,482500.0,3.0,2.25,1450,1445,2.0,0,0,3,980,470,2005,0,1820 24th Ave,Seattle,WA 98122,USA
906,2014-05-19 00:00:00,485000.0,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,3646 Dayton Ave N,Seattle,WA 98103,USA
909,2014-05-19 00:00:00,850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,6728 40th Ave SW,Seattle,WA 98136,USA
912,2014-05-19 00:00:00,700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,901 18th Ave,Seattle,WA 98122,USA
913,2014-05-19 00:00:00,368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,10010 44th Ave SW,Seattle,WA 98146,USA
914,2014-05-19 00:00:00,433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,6729 37th Ave S,Seattle,WA 98118,USA
920,2014-05-19 00:00:00,367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,2632 NW North Beach Dr,Seattle,WA 98117,USA
924,2014-05-19 00:00:00,477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,2313 NW 65th St,Seattle,WA 98117,USA
925,2014-05-19 00:00:00,518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA
927,2014-05-19 00:00:00,1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,2009 4th Ave N,Seattle,WA 98109,USA
928,2014-05-19 00:00:00,137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA
931,2014-05-19 00:00:00,640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,1806 11th Ave,Seattle,WA 98122,USA
936,2014-05-20 00:00:00,271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0,2019 24th Ave S,Seattle,WA 98144,USA
938,2014-05-20 00:00:00,479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,915 6th Ave N,Seattle,WA 98109,USA
939,2014-05-20 00:00:00,520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA
940,2014-05-20 00:00:00,599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,4810 S Raymond St,Seattle,WA 98118,USA
941,2014-05-20 00:00:00,483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,4844 47th Ave SW,Seattle,WA 98116,USA
943,2014-05-20 00:00:00,192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,12516 Military Rd S,Seattle,WA 98168,USA
944,2014-05-20 00:00:00,330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0,3522 SW 107th St,Seattle,WA 98146,USA
946,2014-05-20 00:00:00,243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,8040 S 118th St,Seattle,WA 98178,USA
947,2014-05-20 00:00:00,575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,7032 7th Ave NW,Seattle,WA 98117,USA
949,2014-05-20 00:00:00,710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,2422 E McGraw St,Seattle,WA 98112,USA
953,2014-05-20 00:00:00,490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA
954,2014-05-20 00:00:00,467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,1427 NW 62nd St,Seattle,WA 98107,USA
955,2014-05-20 00:00:00,480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,2612 49th Ave SW,Seattle,WA 98116,USA
956,2014-05-20 00:00:00,755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,3429 9th Ave W,Seattle,WA 98119,USA
958,2014-05-20 00:00:00,387000.0,2.0,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA
963,2014-05-20 00:00:00,570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,1715 46th Ave SW,Seattle,WA 98116,USA
968,2014-05-20 00:00:00,387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,1505 29th Ave,Seattle,WA 98122,USA
974,2014-05-20 00:00:00,396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,7358 28th Ave SW,Seattle,WA 98126,USA
975,2014-05-20 00:00:00,452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,1106 N 80th St,Seattle,WA 98103,USA
977,2014-05-20 00:00:00,792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0,1833 1st Ave N,Seattle,WA 98109,USA
979,2014-05-20 00:00:00,1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0,3014 NW Esplanade,Seattle,WA 98117,USA
982,2014-05-20 00:00:00,440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,5501 37th Ave NE,Seattle,WA 98105,USA
984,2014-05-20 00:00:00,525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,4017 36th Ave SW,Seattle,WA 98126,USA
985,2014-05-20 00:00:00,978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,2602 Shoreland Dr S,Seattle,WA 98144,USA
986,2014-05-20 00:00:00,1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,2212 N 36th St,Seattle,WA 98103,USA
987,2014-05-20 00:00:00,700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000,2139 N 52nd St,Seattle,WA 98103,USA
989,2014-05-20 00:00:00,309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,7757 15th Ave SW,Seattle,WA 98106,USA
994,2014-05-20 00:00:00,699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,11332 30th Ave NE,Seattle,WA 98125,USA
